category,input,alias,ipa,priority
"Tābiʿīn, Salaf & Gelehrte",Ibn Abī Šaybah,Ibn Abii Schaybah,ibn abiː ʃajbah,extended
"Tābiʿīn, Salaf & Gelehrte",ʿAbd ar-Razzāq aṣ-Ṣanʿānī,-Abd ar-Razzaaq as-San-aanii,ʕabd ar.razzaːq asˤ.sˤanʕaːniː,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn Abī ʿĀṣim,Ibn Abii Aasim,ibn abiː ʕaːsˤim,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn Naṣr al-Marwazī,Ibn Nasr al-Marwazii,ibn nasˤr al.marwaziː,extended
"Tābiʿīn, Salaf & Gelehrte",al-Marwazī,al-Marwazii,al.marwaziː,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn Waḍḍāḥ,Ibn Waddaah,ibn wadˤdˤaːħ,extended
"Tābiʿīn, Salaf & Gelehrte",Abū ʿUbayd al-Qāsim ibn Sallām,Abuu Ubayd al-Qaasim ibn Sallaam,abuː ʕubajd al.qaːsim ibn sallaːm,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn al-Mundhir,Ibn al-Mundhir,ibn al.munðir,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn Ḥazm,Ibn Hazm,ibn ħazm,extended
"Tābiʿīn, Salaf & Gelehrte",al-Khallāl,al-Khallaal,al.xallaːl,extended
"Tābiʿīn, Salaf & Gelehrte",al-Khiraqī,al-Khiraqii,al.xiraqiː,extended
"Tābiʿīn, Salaf & Gelehrte",as-Sarakhsī,as-Sarakhsii,as.saraxsiː,extended
"Tābiʿīn, Salaf & Gelehrte",al-Marġīnānī,al-Marghiinaanii,al.marɣiːnaːniː,extended
"Tābiʿīn, Salaf & Gelehrte",al-Kāsānī,al-Kaasaanii,al.kaːsaːniː,extended
"Tābiʿīn, Salaf & Gelehrte",al-Qurṭubī,al-Qurtubii,al.qurtˤubiː,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn ʿAṭiyyah,Ibn Atiyyah,ibn ʕatˤijjah,extended
"Tābiʿīn, Salaf & Gelehrte",al-Māwardī,al-Maawardii,al.maːwardiː,extended
"Tābiʿīn, Salaf & Gelehrte",Abū Yaʿlā al-Farrāʾ,Abuu Ya-laa al-Farraa-,abuː jaʕlaː al.farraːʔ,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn Mufliḥ,Ibn Muflih,ibn mufliħ,extended
"Tābiʿīn, Salaf & Gelehrte",Ibn Taymiyyah al-Ḥarrānī,Ibn Taymiyyah al-Harraanii,ibn tajmijjah al.ħarraːniː,extended
"Tābiʿīn, Salaf & Gelehrte",Muḥammad ibn ʿAbd al-Wahhāb,Muhammad ibn Abd al-Wahhaab,muħammad ibn ʕabd al.wahhaːb,extended
"Tābiʿīn, Salaf & Gelehrte",ʿAbd ar-Raḥmān ibn Ḥasan,-Abd ar-Rahmaan ibn Hasan,ʕabd ar.raħmaːn ibn ħasan,extended
"Tābiʿīn, Salaf & Gelehrte",Sulaymān ibn ʿAbdillāh Āl aš-Šaykh,Sulaymaan ibn Abdillaah Aal asch-Schaykh,sulajmaːn ibn ʕabdillaːh aːl aʃ.ʃajx,extended
"Tābiʿīn, Salaf & Gelehrte",Ḥamad ibn ʿAtīq,Hamad ibn Atiiq,ħamad ibn ʕatiːq,extended
"Tābiʿīn, Salaf & Gelehrte",ʿAbd al-Laṭīf ibn ʿAbd ar-Raḥmān,-Abd al-Latiif ibn Abd ar-Rahmaan,ʕabd al.latˤiːf ibn ʕabd ar.raħmaːn,extended
Fiqh & ʿIbādāt,Fiqh,Fiqh,fiqh,extended
Fiqh & ʿIbādāt,Uṣūl al-Fiqh,Usuul al-Fiqh,usˤuːl al.fiqh,extended
Fiqh & ʿIbādāt,ʿIbādah,-Ibaadah,ʕibaːdah,extended
Fiqh & ʿIbādāt,ʿIbādāt,-Ibaadaat,ʕibaːdaːt,extended
Fiqh & ʿIbādāt,Ṭahārah,Tahaarah,tˤahaːrah,extended
Fiqh & ʿIbādāt,Wuḍūʾ,Wuduu,wudˤuːʔ,extended
Fiqh & ʿIbādāt,Ġusl,Ghusl,ɣusl,extended
Fiqh & ʿIbādāt,Tayammum,Tayammum,tajammum,extended
Fiqh & ʿIbādāt,Naǧāsah,Nadschaasah,nad͡ʒaːsah,extended
Fiqh & ʿIbādāt,Ḥadaṯ,Hadath,ħadaθ,extended
Fiqh & ʿIbādāt,Ǧanābah,Dschanaabah,d͡ʒanaːbah,extended
Fiqh & ʿIbādāt,Ḥayḍ,Hayd,ħajdˤ,extended
Fiqh & ʿIbādāt,Nifās,Nifaas,nifaːs,extended
Fiqh & ʿIbādāt,Istinǧāʾ,Istindschaa-,istind͡ʒaːʔ,extended
Fiqh & ʿIbādāt,Siwāk,Siwaak,siwaːk,extended
Fiqh & ʿIbādāt,Ṣalāh,Salaah,sˤalaːh,extended
Fiqh & ʿIbādāt,Ṣalāt,Salaat,sˤalaːt,extended
Fiqh & ʿIbādāt,Fajr,Fajr,fajr,extended
Fiqh & ʿIbādāt,Ẓuhr,Zuhr,ðˤuhr,extended
Fiqh & ʿIbādāt,ʿAṣr,-Asr,ʕasˤr,extended
Fiqh & ʿIbādāt,Maġrib,Maghrib,maɣrib,extended
Fiqh & ʿIbādāt,ʿIšāʾ,-Ischaa-,ʕiʃaːʔ,extended
Fiqh & ʿIbādāt,Qiyām al-layl,Qiyaam al-layl,qijaːm al.lajl,extended
Fiqh & ʿIbādāt,Tahajjud,Tahajjud,tahajjud,extended
Fiqh & ʿIbādāt,Witr,Witr,witr,extended
Fiqh & ʿIbādāt,Tarāwīḥ,Taraawiih,taraːwiːħ,extended
Fiqh & ʿIbādāt,Ḍuḥā,Duhaa,dˤuħaː,extended
Fiqh & ʿIbādāt,Istikhārah,Istikhaarah,istixaːrah,extended
Fiqh & ʿIbādāt,Istisqāʾ,Istisqaa-,istisqaːʔ,extended
Fiqh & ʿIbādāt,Kusūf,Kusuuf,kusuːf,extended
Fiqh & ʿIbādāt,Khushūʿ,Khushuu-,xuʃuːʕ,extended
Fiqh & ʿIbādāt,Takbīr,Takbiir,takbiːr,extended
Fiqh & ʿIbādāt,Takbīrat al-iḥrām,Takbiirat al-ihraam,takbiːrat al.iħraːm,extended
Fiqh & ʿIbādāt,Qiyām,Qiyaam,qijaːm,extended
Fiqh & ʿIbādāt,Rukūʿ,Rukuu-,rukuːʕ,extended
Fiqh & ʿIbādāt,Sujūd,Sujuud,sujuːd,extended
Fiqh & ʿIbādāt,Saǧdah,Sadschdah,sad͡ʒdah,extended
Fiqh & ʿIbādāt,Tašahhud,Taschahhud,taʃahhud,extended
Fiqh & ʿIbādāt,Taslīm,Tasliim,tasliːm,extended
Fiqh & ʿIbādāt,Taslim,Taslim,taslim,extended
Fiqh & ʿIbādāt,Imām,Imaam,imaːm,extended
Fiqh & ʿIbādāt,Maʾmūm,Ma-muum,maʔmuːm,extended
Fiqh & ʿIbādāt,Ǧamāʿah,Dschamaa-ah,d͡ʒamaːʕah,extended
Fiqh & ʿIbādāt,Masǧid,Masdschid,masd͡ʒid,extended
Fiqh & ʿIbādāt,Miḥrāb,Mihraab,miħraːb,extended
Fiqh & ʿIbādāt,Minbar,Minbar,minbar,extended
Fiqh & ʿIbādāt,Qiblah,Qiblah,qiblah,extended
Fiqh & ʿIbādāt,Aḏān,Adhaan,aðaːn,extended
Fiqh & ʿIbādāt,Iqāmah,Iqaamah,iqaːmah,extended
Fiqh & ʿIbādāt,Muʾaḏḏin,Mu-adhdhin,muʔaððin,extended
Fiqh & ʿIbādāt,Ǧumuʿah,Dschumu-ah,d͡ʒumuʕah,extended
Fiqh & ʿIbādāt,Khuṭbah,Khutbah,xutˤbah,extended
Fiqh & ʿIbādāt,Zakāh,Zakaah,zakaːh,extended
Fiqh & ʿIbādāt,Zakāt,Zakaat,zakaːt,extended
Fiqh & ʿIbādāt,Ṣadaqah,Sadaqah,sˤadaqah,extended
Fiqh & ʿIbādāt,Ṣadaqat al-fiṭr,Sadaqat al-fitr,sˤadaqat al.fitˤr,extended
Fiqh & ʿIbādāt,Zakāt al-fiṭr,Zakaat al-fitr,zakaːt al.fitˤr,extended
Fiqh & ʿIbādāt,Niṣāb,Nisaab,nisˤaːb,extended
Fiqh & ʿIbādāt,Ḥawl,Hawl,ħawl,extended
Fiqh & ʿIbādāt,Ṣawm,Sawm,sˤawm,extended
Fiqh & ʿIbādāt,Ṣiyām,Siyaam,sˤijaːm,extended
Fiqh & ʿIbādāt,Ramaḍān,Ramadaan,ramadˤaːn,extended
Fiqh & ʿIbādāt,Suḥūr,Suhuur,suħuːr,extended
Fiqh & ʿIbādāt,Ifṭār,Iftaar,iftˤaːr,extended
Fiqh & ʿIbādāt,Iʿtikāf,I-tikaaf,iʕtikaːf,extended
Fiqh & ʿIbādāt,Laylat al-Qadr,Laylat al-Qadr,lajlat al.qadr,extended
Fiqh & ʿIbādāt,Ḥaǧǧ,Hadsch,ħad͡ʒd͡ʒ,extended
Fiqh & ʿIbādāt,Ḥajj,Hadsch,ħajj,extended
Fiqh & ʿIbādāt,ʿUmrah,-Umrah,ʕumrah,extended
Fiqh & ʿIbādāt,Iḥrām,Ihraam,iħraːm,extended
Fiqh & ʿIbādāt,Mīqāt,Miiqaat,miːqaːt,extended
Fiqh & ʿIbādāt,Ṭawāf,Tawaaf,tˤawaːf,extended
Fiqh & ʿIbādāt,Saʿy,Sa-y,saʕj,extended
Fiqh & ʿIbādāt,Ṣafā,Safaa,sˤafaː,extended
Fiqh & ʿIbādāt,Marwah,Marwah,marwah,extended
Fiqh & ʿIbādāt,ʿArafah,-Arafah,ʕarafah,extended
Fiqh & ʿIbādāt,Muzdalifah,Muzdalifah,muzdalifah,extended
Fiqh & ʿIbādāt,Minā,Minaa,minaː,extended
Fiqh & ʿIbādāt,Ǧamarāt,Dschamaraat,d͡ʒamaraːt,extended
Fiqh & ʿIbādāt,Talbiyah,Talbiyah,talbijah,extended
Fiqh & ʿIbādāt,Hady,Hady,hadj,extended
Fiqh & ʿIbādāt,Uḍḥiyah,Udhiyah,udˤħijah,extended
Fiqh & ʿIbādāt,ʿAqīqah,-Aqiiqah,ʕaqiːqah,extended
Fiqh & ʿIbādāt,Nikāḥ,Nikaah,nikaːħ,extended
Fiqh & ʿIbādāt,Walīmah,Waliimah,waliːmah,extended
Fiqh & ʿIbādāt,Mahr,Mahr,mahr,extended
Fiqh & ʿIbādāt,Walī,Walii,waliː,extended
Fiqh & ʿIbādāt,Ṭalāq,Talaaq,tˤalaːq,extended
Fiqh & ʿIbādāt,Khulʿ,Khul-,xulʕ,extended
Fiqh & ʿIbādāt,ʿIddah,-Iddah,ʕiddah,extended
Fiqh & ʿIbādāt,Raḍāʿah,Radaa-ah,radˤaːʕah,extended
Fiqh & ʿIbādāt,Nafaqah,Nafaqah,nafaqah,extended
Fiqh & ʿIbādāt,Janāzah,Janaazah,d͡ʒanaːzah,extended
Fiqh & ʿIbādāt,Ǧanāzah,Dschanaazah,d͡ʒanaːzah,extended
Fiqh & ʿIbādāt,Kafan,Kafan,kafan,extended
Fiqh & ʿIbādāt,Wasiyyah,Wasiyyah,wasijjah,extended
Fiqh & ʿIbādāt,Waṣiyyah,Wasiyyah,wasˤijjah,extended
Fiqh & ʿIbādāt,Mīrāṯ,Miiraath,miːraːθ,extended
Fiqh & ʿIbādāt,Farāʾiḍ,Faraa-id,faraːʔidˤ,extended
Fiqh & ʿIbādāt,Ribā,Ribaa,ribaː,extended
Fiqh & ʿIbādāt,Bayʿ,Bay-,bajʕ,extended
Fiqh & ʿIbādāt,Širkah,Schirkah,ʃirkah,extended
Fiqh & ʿIbādāt,Ijārah,Ijaarah,ijaːrah,extended
Fiqh & ʿIbādāt,Qarḍ,Qard,qardˤ,extended
Fiqh & ʿIbādāt,Rahn,Rahn,rahn,extended
Fiqh & ʿIbādāt,Waqf,Waqf,waqf,extended
Fiqh & ʿIbādāt,Hibah,Hibah,hibah,extended
Fiqh & ʿIbādāt,Luqaṭah,Luqatah,luqatˤah,extended
Fiqh & ʿIbādāt,Ḏabḥ,Dhabh,ðabħ,extended
Fiqh & ʿIbādāt,Ḏabīḥah,Dhabiihah,ðabiːħah,extended
Fiqh & ʿIbādāt,Ṣayd,Sayd,sˤajd,extended
Fiqh & ʿIbādāt,Ḥalāl,Halaal,ħalaːl,extended
Fiqh & ʿIbādāt,Ḥarām,Haraam,ħaraːm,extended
Fiqh & ʿIbādāt,Makrūh,Makruuh,makruːh,extended
Fiqh & ʿIbādāt,Mubāḥ,Mubaah,mubaːħ,extended
Fiqh & ʿIbādāt,Mustaḥabb,Mustahabb,mustaħabb,extended
Fiqh & ʿIbādāt,Mandūb,Manduub,manduːb,extended
Fiqh & ʿIbādāt,Wāǧib,Waadschib,waːd͡ʒib,extended
Fiqh & ʿIbādāt,Farḍ,Fard,fardˤ,extended
Fiqh & ʿIbādāt,Farḍ ʿayn,Fard ayn,fardˤ ʕajn,extended
Fiqh & ʿIbādāt,Farḍ kifāyah,Fard kifaayah,fardˤ kifaːjah,extended
Fiqh & ʿIbādāt,Sunnah muʾakkadah,Sunnah mu-akkadah,sunnah muʔakkadah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ḥukm,Hukm,ħukm,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Aḥkām,Ahkaam,aħkaːm,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Dalīl,Daliil,daliːl,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Adillah,Adillah,adillah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Naṣṣ,Nass,nasˤsˤ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Nuṣūṣ,Nusuus,nusˤuːsˤ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Iǧmāʿ,Idschmaa,id͡ʒmaːʕ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ijmāʿ,Idschmaa,ijmaːʕ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Qiyās,Qiyaas,qijaːs,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Iǧtihād,Idschtihaad,id͡ʒtihaːd,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ijtihād,Idschtihaad,ijtihaːd,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Mujtahid,Mujtahid,mujtahid,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Muqallid,Muqallid,muqallid,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Taqlīd,Taqliid,taqliːd,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Fatwā,Fatwaa,fatwaː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Fatāwā,Fataawaa,fataːwaː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Muftī,Muftii,muftiː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Qāḍī,Qaadii,qaːdˤiː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Šahādah,Schahaadah,ʃahaːdah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Bayyinah,Bayyinah,bajjinah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ḥujjah,Hujjah,ħujjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Iqāmat al-ḥujjah,Iqaamat al-hujjah,iqaːmat al.ħujjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",ʿUḏr,-Udhr,ʕuðr,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Jahl,Jahl,d͡ʒahl,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ǧahl,Dschahl,d͡ʒahl,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ikrāh,Ikraah,ikraːh,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Khaṭaʾ,Khata-,xatˤaʔ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Nisyān,Nisyaan,nisjaːn,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",ʿAmd,-Amd,ʕamd,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Darūrah,Daruurah,daruːrah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ḍarūrah,Daruurah,dˤaruːrah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Maṣlaḥah,Maslahah,masˤlaħah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Mafsadah,Mafsadah,mafsadah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Sadd aḏ-ḏarāʾiʿ,Sadd adh-dharaa-i-,sadd að.ðaraːʔiʕ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Istiḥsān,Istihsaan,istiħsaːn,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Istiṣḥāb,Istishaab,istisˤħaːb,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",ʿUrf,-Urf,ʕurf,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Qāʿidah fiqhiyyah,Qaa-idah fiqhiyyah,qaːʕidah fiqhijjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Uṣūl,Usuul,usˤuːl,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Furūʿ,Furuu-,furuːʕ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",ʿIllah,-Illah,ʕillah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Sabab,Sabab,sabab,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Šarṭ,Schart,ʃartˤ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Māniʿ,Maani-,maːniʕ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",ʿAzīmah,-Aziimah,ʕaziːmah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Rukhṣah,Rukhsah,ruxsˤah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Istiwaʾ,Istiwa-,istiwaʔ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Istiwa,Istiwa,istiwa,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",ʿUluw,-Uluw,ʕuluw,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Kalāmullāh,Kalaamullaah,kalaːmullaːh,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Kalām Allāh,Kalaam Allaah,kalaːm allaːh,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ṣifāt,Sifaat,sˤifaːt,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Asmāʾ,Asmaa-,asmaːʔ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Qaḍāʾ wa-qadar,Qadaa wa-qadar,qadˤaːʔ wa.qadar,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ruʾyat Allāh,Ru-yat Allaah,ruʔjat allaːh,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Walāʾ wa-l-barāʾ,Walaa wa-l-baraa-,walaːʔ wa.l.baraːʔ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",al-Walāʾ wa-l-Barāʾ,al-Walaa wa-l-Baraa-,al.walaːʔ wa.l.baraːʔ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",al-Īmān yazīdu wa-yanquṣ,al-Iimaan yaziidu wa-yanqus,al.iːmaːn jaziːdu wa.janqusˤ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Khawāriǧ,Khawaaridsch,xawaːrid͡ʒ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Murǧiʾah,Murdschi-ah,murd͡ʒiʔah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Muʿtazilah,Mu-tazilah,muʕtazilah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ǧahmiyyah,Dschahmiyyah,d͡ʒahmijjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Qadariyyah,Qadariyyah,qadarijjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Jabriyyah,Jabriyyah,d͡ʒabrijjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Rāfiḍah,Raafidah,raːfidˤah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Šīʿah,Schii-ah,ʃiːʕah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ṣūfiyyah,Suufiyyah,sˤuːfijjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ašʿariyyah,Asch-ariyyah,aʃʕarijjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Māturīdiyyah,Maaturiidiyyah,maːturiːdijjah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ḥanafī,Hanafii,ħanafiː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Mālikī,Maalikii,maːlikiː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Šāfiʿī,Schaafi-ii,ʃaːfiʕiː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ḥanbalī,Hanbalii,ħanbaliː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Madhhab,Madhhab,maðhab,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Maḏhab,Madhhab,maðhab,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Dār al-Islām,Daar al-Islaam,daːr al.islaːm,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Dār al-Kufr,Daar al-Kufr,daːr al.kufr,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Dār al-Ḥarb,Daar al-Harb,daːr al.ħarb,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Dār ar-Riddah,Daar ar-Riddah,daːr ar.riddah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Hiǧrah,Hidschrah,hid͡ʒrah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Hijrah,Hidschrah,hijrah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ǧihād,Dschihaad,d͡ʒihaːd,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Jihād,Dschihaad,d͡ʒihaːd,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Amr bi-l-maʿrūf,Amr bi-l-ma-ruuf,amr bi.l.maʕruːf,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Nahy ʿan al-munkar,Nahy an al-munkar,nahj ʕan al.munkar,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Daʿwah,Da-uah,daʕwah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Dāʿī,Daa-ii,daːʕiː,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Duʿāt,Du-aat,duʕaːt,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ghayrah,Ghayrah,ɣajrah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ġayrah,Ghayrah,ɣajrah,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Ḥayāʾ,Hayaa-,ħajaːʔ,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Adab,Adab,adab,extended
"Uṣūl, Recht, ʿAqīdah & Manhaj",Akhlāq,Akhlaaq,axlaːq,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Duʿāʾ,Du-aa,duʕaːʔ,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ḏikr,Dhikr,ðikr,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Dhikr,Dhikr,ðikr,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Istighfār,Istighfaar,istiɣfaːr,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Tawbah,Tawbah,tawbah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Taqwā,Taqwaa,taqwaː,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Tawakkul,Tawakkul,tawakkul,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ṣabr,Sabr,sˤabr,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Šukr,Schukr,ʃukr,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ikhlāṣ,Ikhlaas,ixlaːsˤ,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Niyyah,Niyyah,nijjah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Khawf,Khawf,xawf,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Raǧāʾ,Radschaa-,rad͡ʒaːʔ,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Rajāʾ,Rajaa-,rajaːʔ,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Maḥabbah,Mahabbah,maħabbah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Khuḍūʿ,Khuduu-,xudˤuːʕ,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Inābah,Inaabah,inaːbah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Istiʿānah,Isti-aanah,istiʕaːnah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Istiʿāḏah,Isti-aadhah,istiʕaːðah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Istiġāṯah,Istighaathah,istiɣaːθah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Tawassul,Tawassul,tawassul,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Barakah,Barakah,barakah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Niʿmah,Ni-mah,niʕmah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Riḍā,Ridaa,ridˤaː,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Zuhd,Zuhd,zuhd,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Waraʿ,Wara-,waraʕ,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Yaqīn,Yaqiin,jaqiːn,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ḥusn aẓ-ẓann,Husn az-zann,ħusn aðˤ.ðˤann,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Sūʾ aẓ-ẓann,Suu az-zann,suːʔ aðˤ.ðˤann,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ṣidq,Sidq,sˤidq,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Amānah,Amaanah,amaːnah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ḥilm,Hilm,ħilm,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Raḥmah,Rahmah,raħmah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ghaḍab,Ghadab,ɣadˤab,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ġaḍab,Ghadab,ɣadˤab,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Kibr,Kibr,kibr,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",ʿUjb,-Ujb,ʕujb,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Riyāʾ,Riyaa-,rijaːʔ,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ḥasad,Hasad,ħasad,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ghibah,Ghibah,ɣibah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ġībah,Ghiibah,ɣiːbah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Namīmah,Namiimah,namiːmah,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Fitnah,Fitnah,fitnah,extended
