<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: dar_al_tawhid_islamic_pronunciation_master.csv>index,category,canonical,string_to_replace,alias,ipa,priority
436,Qurʾān & Qurʾān-Wissenschaften,Ḥafṣ ʿan ʿĀṣim,hafs 'an 'asim,Hafs an Aasim,ħafsˤ ʕan ʕaːsˤim,extended
437,Qurʾān & Qurʾān-Wissenschaften,Ḥafṣ ʿan ʿĀṣim,hafs an asim,Hafs an Aasim,ħafsˤ ʕan ʕaːsˤim,extended
438,Qurʾān & Qurʾān-Wissenschaften,Warš ʿan Nāfiʿ,Warš ʿan Nāfiʿ,Warsch an Naafi-,warʃ ʕan naːfiʕ,extended
439,Qurʾān & Qurʾān-Wissenschaften,Warš ʿan Nāfiʿ,Warsh 'an Nafi',Warsch an Naafi-,warʃ ʕan naːfiʕ,extended
440,Qurʾān & Qurʾān-Wissenschaften,Warš ʿan Nāfiʿ,Warsh an Nafi,Warsch an Naafi-,warʃ ʕan naːfiʕ,extended
441,Qurʾān & Qurʾān-Wissenschaften,Warš ʿan Nāfiʿ,warš ʿan nāfiʿ,Warsch an Naafi-,warʃ ʕan naːfiʕ,extended
442,Qurʾān & Qurʾān-Wissenschaften,Warš ʿan Nāfiʿ,warsh 'an nafi',Warsch an Naafi-,warʃ ʕan naːfiʕ,extended
443,Qurʾān & Qurʾān-Wissenschaften,Warš ʿan Nāfiʿ,warsh an nafi,Warsch an Naafi-,warʃ ʕan naːfiʕ,extended
444,Qurʾān & Qurʾān-Wissenschaften,Sajdah,Sajdah,Sajdah,sajdah,extended
445,Qurʾān & Qurʾān-Wissenschaften,Sajdah,sajdah,Sajdah,sajdah,extended
446,Qurʾān & Qurʾān-Wissenschaften,Sūrat al-Fātiḥah,Sūrat al-Fātiḥah,Suurat al-Faatihah,suːrat al.faːtiħah,extended
447,Qurʾān & Qurʾān-Wissenschaften,Sūrat al-Fātiḥah,Surat al-Fatihah,Suurat al-Faatihah,suːrat al.faːtiħah,extended
448,Qurʾān & Qurʾān-Wissenschaften,Sūrat al-Fātiḥah,sūrat al-fātiḥah,Suurat al-Faatihah,suːrat al.faːtiħah,extended
449,Qurʾān & Qurʾān-Wissenschaften,Sūrat al-Fātiḥah,surat al-fatihah,Suurat al-Faatihah,suːrat al.faːtiħah,extended
450,Qurʾān & Qurʾān-Wissenschaften,al-Fātiḥah,al-Fātiḥah,al-Faatihah,al.faːtiħah,extended
451,Qurʾān & Qurʾān-Wissenschaften,al-Fātiḥah,al-Fatihah,al-Faatihah,al.faːtiħah,extended
452,Qurʾān & Qurʾān-Wissenschaften,al-Fātiḥah,al-fātiḥah,al-Faatihah,al.faːtiħah,extended
453,Qurʾān & Qurʾān-Wissenschaften,al-Fātiḥah,al-fatihah,al-Faatihah,al.faːtiħah,extended
454,Qurʾān & Qurʾān-Wissenschaften,Āyat al-Kursī,Āyat al-Kursī,Aayat al-Kursii,aːjat al.kursiː,extended
455,Qurʾān & Qurʾān-Wissenschaften,Āyat al-Kursī,Ayat al-Kursi,Aayat al-Kursii,aːjat al.kursiː,extended
456,Qurʾān & Qurʾān-Wissenschaften,Āyat al-Kursī,āyat al-kursī,Aayat al-Kursii,aːjat al.kursiː,extended
457,Qurʾān & Qurʾān-Wissenschaften,Āyat al-Kursī,ayat al-kursi,Aayat al-Kursii,aːjat al.kursiː,extended
458,Qurʾān & Qurʾān-Wissenschaften,al-Baqarah,al-Baqarah,al-Baqarah,al.baqarah,extended
459,Qurʾān & Qurʾān-Wissenschaften,al-Baqarah,al-baqarah,al-Baqarah,al.baqarah,extended
460,Qurʾān & Qurʾān-Wissenschaften,Āl ʿImrān,Āl ʿImrān,Aal Imraan,aːl ʕimraːn,extended
461,Qurʾān & Qurʾān-Wissenschaften,Āl ʿImrān,Al 'Imran,Aal Imraan,aːl ʕimraːn,extended
462,Qurʾān & Qurʾān-Wissenschaften,Āl ʿImrān,Al Imran,Aal Imraan,aːl ʕimraːn,extended
463,Qurʾān & Qurʾān-Wissenschaften,Āl ʿImrān,āl ʿimrān,Aal Imraan,aːl ʕimraːn,extended
464,Qurʾān & Qurʾān-Wissenschaften,Āl ʿImrān,al 'imran,Aal Imraan,aːl ʕimraːn,extended
465,Qurʾān & Qurʾān-Wissenschaften,Āl ʿImrān,al imran,Aal Imraan,aːl ʕimraːn,extended
466,Qurʾān & Qurʾān-Wissenschaften,an-Nisāʾ,an-Nisāʾ,an-Nisaa-,an.nisaːʔ,extended
467,Qurʾān & Qurʾān-Wissenschaften,an-Nisāʾ,an-Nisa',an-Nisaa-,an.nisaːʔ,extended
468,Qurʾān & Qurʾān-Wissenschaften,an-Nisāʾ,an-Nisa,an-Nisaa-,an.nisaːʔ,extended
469,Qurʾān & Qurʾān-Wissenschaften,an-Nisāʾ,an-nisāʾ,an-Nisaa-,an.nisaːʔ,extended
470,Qurʾān & Qurʾān-Wissenschaften,an-Nisāʾ,an-nisa',an-Nisaa-,an.nisaːʔ,extended
471,Qurʾān & Qurʾān-Wissenschaften,an-Nisāʾ,an-nisa,an-Nisaa-,an.nisaːʔ,extended
472,Qurʾān & Qurʾān-Wissenschaften,al-Māʾidah,al-Māʾidah,al-Maa-idah,al.maːʔidah,extended
473,Qurʾān & Qurʾān-Wissenschaften,al-Māʾidah,al-Ma'idah,al-Maa-idah,al.maːʔidah,extended
474,Qurʾān & Qurʾān-Wissenschaften,al-Māʾidah,al-Maidah,al-Maa-idah,al.maːʔidah,extended
475,Qurʾān & Qurʾān-Wissenschaften,al-Māʾidah,al-māʾidah,al-Maa-idah,al.maːʔidah,extended
476,Qurʾān & Qurʾān-Wissenschaften,al-Māʾidah,al-ma'idah,al-Maa-idah,al.maːʔidah,extended
477,Qurʾān & Qurʾān-Wissenschaften,al-Māʾidah,al-maidah,al-Maa-idah,al.maːʔidah,extended
478,Qurʾān & Qurʾān-Wissenschaften,al-Anʿām,al-Anʿām,al-An-aam,al.anʕaːm,extended
479,Qurʾān & Qurʾān-Wissenschaften,al-Anʿām,al-An'am,al-An-aam,al.anʕaːm,extended
480,Qurʾān & Qurʾān-Wissenschaften,al-Anʿām,al-Anam,al-An-aam,al.anʕaːm,extended
481,Qurʾān & Qurʾān-Wissenschaften,al-Anʿām,al-anʿām,al-An-aam,al.anʕaːm,extended
482,Qurʾān & Qurʾān-Wissenschaften,al-Anʿām,al-an'am,al-An-aam,al.anʕaːm,extended
483,Qurʾān & Qurʾān-Wissenschaften,al-Anʿām,al-anam,al-An-aam,al.anʕaːm,extended
484,Qurʾān & Qurʾān-Wissenschaften,al-Aʿrāf,al-Aʿrāf,al-A-raaf,al.aʕraːf,extended
485,Qurʾān & Qurʾān-Wissenschaften,al-Aʿrāf,al-A'raf,al-A-raaf,al.aʕraːf,extended
486,Qurʾān & Qurʾān-Wissenschaften,al-Aʿrāf,al-Araf,al-A-raaf,al.aʕraːf,extended
487,Qurʾān & Qurʾān-Wissenschaften,al-Aʿrāf,al-aʿrāf,al-A-raaf,al.aʕraːf,extended
488,Qurʾān & Qurʾān-Wissenschaften,al-Aʿrāf,al-a'raf,al-A-raaf,al.aʕraːf,extended
489,Qurʾān & Qurʾān-Wissenschaften,al-Aʿrāf,al-araf,al-A-raaf,al.aʕraːf,extended
490,Qurʾān & Qurʾān-Wissenschaften,al-Anfāl,al-Anfāl,al-Anfaal,al.anfaːl,extended
491,Qurʾān & Qurʾān-Wissenschaften,al-Anfāl,al-Anfal,al-Anfaal,al.anfaːl,extended
492,Qurʾān & Qurʾān-Wissenschaften,al-Anfāl,al-anfāl,al-Anfaal,al.anfaːl,extended
493,Qurʾān & Qurʾān-Wissenschaften,al-Anfāl,al-anfal,al-Anfaal,al.anfaːl,extended
494,Qurʾān & Qurʾān-Wissenschaften,at-Tawbah,at-Tawbah,at-Tawbah,at.tawbah,extended
495,Qurʾān & Qurʾān-Wissenschaften,at-Tawbah,at-tawbah,at-Tawbah,at.tawbah,extended
496,Qurʾān & Qurʾān-Wissenschaften,Yūnus,Yūnus,Yuunus,juːnus,extended
497,Qurʾān & Qurʾān-Wissenschaften,Yūnus,Yunus,Yuunus,juːnus,extended
498,Qurʾān & Qurʾān-Wissenschaften,Yūnus,yūnus,Yuunus,juːnus,extended
499,Qurʾān & Qurʾān-Wissenschaften,Yūnus,yunus,Yuunus,juːnus,extended
500,Qurʾān & Qurʾān-Wissenschaften,Hūd,Hūd,Huud,huːd,extended
501,Qurʾān & Qurʾān-Wissenschaften,Hūd,Hud,Huud,huːd,extended
502,Qurʾān & Qurʾān-Wissenschaften,Hūd,hūd,Huud,huːd,extended
503,Qurʾān & Qurʾān-Wissenschaften,Hūd,hud,Huud,huːd,extended
504,Qurʾān & Qurʾān-Wissenschaften,Yūsuf,Yūsuf,Yuusuf,ˈjuːsuf,extended
505,Qurʾān & Qurʾān-Wissenschaften,Yūsuf,Yusuf,Yuusuf,ˈjuːsuf,extended
506,Qurʾān & Qurʾān-Wissenschaften,Yūsuf,yūsuf,Yuusuf,ˈjuːsuf,extended
507,Qurʾān & Qurʾān-Wissenschaften,Yūsuf,yusuf,Yuusuf,ˈjuːsuf,extended
508,Qurʾān & Qurʾān-Wissenschaften,ar-Raʿd,ar-Raʿd,ar-Ra-d,ar.raʕd,extended
509,Qurʾān & Qurʾān-Wissenschaften,ar-Raʿd,ar-Ra'd,ar-Ra-d,ar.raʕd,extended
510,Qurʾān & Qurʾān-Wissenschaften,ar-Raʿd,ar-Rad,ar-Ra-d,ar.raʕd,extended
511,Qurʾān & Qurʾān-Wissenschaften,ar-Raʿd,ar-raʿd,ar-Ra-d,ar.raʕd,extended
512,Qurʾān & Qurʾān-Wissenschaften,ar-Raʿd,ar-ra'd,ar-Ra-d,ar.raʕd,extended
513,Qurʾān & Qurʾān-Wissenschaften,ar-Raʿd,ar-rad,ar-Ra-d,ar.raʕd,extended
514,Qurʾān & Qurʾān-Wissenschaften,Ibrāhīm,Ibrāhīm,Ibraahiim,ʔib.raːˈhiːm,extended
515,Qurʾān & Qurʾān-Wissenschaften,Ibrāhīm,Ibrahim,Ibraahiim,ʔib.raːˈhiːm,extended
516,Qurʾān & Qurʾān-Wissenschaften,Ibrāhīm,ibrāhīm,Ibraahiim,ʔib.raːˈhiːm,extended
517,Qurʾān & Qurʾān-Wissenschaften,Ibrāhīm,ibrahim,Ibraahiim,ʔib.raːˈhiːm,extended
518,Qurʾān & Qurʾān-Wissenschaften,al-Ḥiǧr,al-Ḥiǧr,al-Hidschr,al.ħid͡ʒr,extended
519,Qurʾān & Qurʾān-Wissenschaften,al-Ḥiǧr,al-Hijr,al-Hidschr,al.ħid͡ʒr,extended
520,Qurʾān & Qurʾān-Wissenschaften,al-Ḥiǧr,al-ḥiǧr,al-Hidschr,al.ħid͡ʒr,extended
521,Qurʾān & Qurʾān-Wissenschaften,al-Ḥiǧr,al-hijr,al-Hidschr,al.ħid͡ʒr,extended
522,Qurʾān & Qurʾān-Wissenschaften,an-Naḥl,an-Naḥl,an-Nahl,an.naħl,extended
523,Qurʾān & Qurʾān-Wissenschaften,an-Naḥl,an-Nahl,an-Nahl,an.naħl,extended
524,Qurʾān & Qurʾān-Wissenschaften,an-Naḥl,an-naḥl,an-Nahl,an.naħl,extended
525,Qurʾān & Qurʾān-Wissenschaften,an-Naḥl,an-nahl,an-Nahl,an.naħl,extended
526,Qurʾān & Qurʾān-Wissenschaften,al-Isrāʾ,al-Isrāʾ,al-Israa-,al.israːʔ,extended
527,Qurʾān & Qurʾān-Wissenschaften,al-Isrāʾ,al-Isra',al-Israa-,al.israːʔ,extended
528,Qurʾān & Qurʾān-Wissenschaften,al-Isrāʾ,al-Isra,al-Israa-,al.israːʔ,extended
529,Qurʾān & Qurʾān-Wissenschaften,al-Isrāʾ,al-isrāʾ,al-Israa-,al.israːʔ,extended
530,Qurʾān & Qurʾān-Wissenschaften,al-Isrāʾ,al-isra',al-Israa-,al.israːʔ,extended
531,Qurʾān & Qurʾān-Wissenschaften,al-Isrāʾ,al-isra,al-Israa-,al.israːʔ,extended
532,Qurʾān & Qurʾān-Wissenschaften,al-Kahf,al-Kahf,al-Kahf,al.kahf,extended
533,Qurʾān & Qurʾān-Wissenschaften,al-Kahf,al-kahf,al-Kahf,al.kahf,extended
534,Qurʾān & Qurʾān-Wissenschaften,Maryam,Maryam,Maryam,marjam,extended
535,Qurʾān & Qurʾān-Wissenschaften,Maryam,maryam,Maryam,marjam,extended
536,Qurʾān & Qurʾān-Wissenschaften,Ṭā-Hā,Ṭā-Hā,Taa-Haa,tˤaː.haː,extended
537,Qurʾān & Qurʾān-Wissenschaften,Ṭā-Hā,Ta-Ha,Taa-Haa,tˤaː.haː,extended
538,Qurʾān & Qurʾān-Wissenschaften,Ṭā-Hā,ṭā-hā,Taa-Haa,tˤaː.haː,extended
539,Qurʾān & Qurʾān-Wissenschaften,Ṭā-Hā,ta-ha,Taa-Haa,tˤaː.haː,extended
540,Qurʾān & Qurʾān-Wissenschaften,al-Anbiyāʾ,al-Anbiyāʾ,al-Anbiyaa-,al.anbijaːʔ,extended
541,Qurʾān & Qurʾān-Wissenschaften,al-Anbiyāʾ,al-Anbiya',al-Anbiyaa-,al.anbijaːʔ,extended
542,Qurʾān & Qurʾān-Wissenschaften,al-Anbiyāʾ,al-Anbiya,al-Anbiyaa-,al.anbijaːʔ,extended
543,Qurʾān & Qurʾān-Wissenschaften,al-Anbiyāʾ,al-anbiyāʾ,al-Anbiyaa-,al.anbijaːʔ,extended
544,Qurʾān & Qurʾān-Wissenschaften,al-Anbiyāʾ,al-anbiya',al-Anbiyaa-,al.anbijaːʔ,extended
545,Qurʾān & Qurʾān-Wissenschaften,al-Anbiyāʾ,al-anbiya,al-Anbiyaa-,al.anbijaːʔ,extended
546,Qurʾān & Qurʾān-Wissenschaften,al-Ḥaǧǧ,al-Ḥaǧǧ,al-Hadschdsch,al.ħad͡ʒd͡ʒ,extended
547,Qurʾān & Qurʾān-Wissenschaften,al-Ḥaǧǧ,al-Hajj,al-Hadschdsch,al.ħad͡ʒd͡ʒ,extended
548,Qurʾān & Qurʾān-Wissenschaften,al-Ḥaǧǧ,al-ḥaǧǧ,al-Hadschdsch,al.ħad͡ʒd͡ʒ,extended
549,Qurʾān & Qurʾān-Wissenschaften,al-Ḥaǧǧ,al-hajj,al-Hadschdsch,al.ħad͡ʒd͡ʒ,extended
550,Qurʾān & Qurʾān-Wissenschaften,al-Muʾminūn,al-Muʾminūn,al-Mu-minuun,al.muʔminuːn,extended
551,Qurʾān & Qurʾān-Wissenschaften,al-Muʾminūn,al-Mu'minun,al-Mu-minuun,al.muʔminuːn,extended
552,Qurʾān & Qurʾān-Wissenschaften,al-Muʾminūn,al-Muminun,al-Mu-minuun,al.muʔminuːn,extended
553,Qurʾān & Qurʾān-Wissenschaften,al-Muʾminūn,al-muʾminūn,al-Mu-minuun,al.muʔminuːn,extended
554,Qurʾān & Qurʾān-Wissenschaften,al-Muʾminūn,al-mu'minun,al-Mu-minuun,al.muʔminuːn,extended
555,Qurʾān & Qurʾān-Wissenschaften,al-Muʾminūn,al-muminun,al-Mu-minuun,al.muʔminuːn,extended
556,Qurʾān & Qurʾān-Wissenschaften,an-Nūr,an-Nūr,an-Nuur,an.nuːr,extended
557,Qurʾān & Qurʾān-Wissenschaften,an-Nūr,an-Nur,an-Nuur,an.nuːr,extended
558,Qurʾān & Qurʾān-Wissenschaften,an-Nūr,an-nūr,an-Nuur,an.nuːr,extended
559,Qurʾān & Qurʾān-Wissenschaften,an-Nūr,an-nur,an-Nuur,an.nuːr,extended
560,Qurʾān & Qurʾān-Wissenschaften,al-Furqān,al-Furqān,al-Furqaan,al.furqaːn,extended
561,Qurʾān & Qurʾān-Wissenschaften,al-Furqān,al-Furqan,al-Furqaan,al.furqaːn,extended
562,Qurʾān & Qurʾān-Wissenschaften,al-Furqān,al-furqān,al-Furqaan,al.furqaːn,extended
563,Qurʾān & Qurʾān-Wissenschaften,al-Furqān,al-furqan,al-Furqaan,al.furqaːn,extended
564,Qurʾān & Qurʾān-Wissenschaften,aš-Šuʿarāʾ,aš-Šuʿarāʾ,asch-Schu-araa-,aʃ.ʃuʕaraːʔ,extended
565,Qurʾān & Qurʾān-Wissenschaften,aš-Šuʿarāʾ,ash-Shu'ara',asch-Schu-araa-,aʃ.ʃuʕaraːʔ,extended
566,Qurʾān & Qurʾān-Wissenschaften,aš-Šuʿarāʾ,ash-Shuara,asch-Schu-araa-,aʃ.ʃuʕaraːʔ,extended
567,Qurʾān & Qurʾān-Wissenschaften,aš-Šuʿarāʾ,aš-šuʿarāʾ,asch-Schu-araa-,aʃ.ʃuʕaraːʔ,extended
568,Qurʾān & Qurʾān-Wissenschaften,aš-Šuʿarāʾ,ash-shu'ara',asch-Schu-araa-,aʃ.ʃuʕaraːʔ,extended
569,Qurʾān & Qurʾān-Wissenschaften,aš-Šuʿarāʾ,ash-shuara,asch-Schu-araa-,aʃ.ʃuʕaraːʔ,extended
570,Qurʾān & Qurʾān-Wissenschaften,an-Naml,an-Naml,an-Naml,an.naml,extended
571,Qurʾān & Qurʾān-Wissenschaften,an-Naml,an-naml,an-Naml,an.naml,extended
572,Qurʾān & Qurʾān-Wissenschaften,al-Qaṣaṣ,al-Qaṣaṣ,al-Qasas,al.qasˤasˤ,extended
573,Qurʾān & Qurʾān-Wissenschaften,al-Qaṣaṣ,al-Qasas,al-Qasas,al.qasˤasˤ,extended
574,Qurʾān & Qurʾān-Wissenschaften,al-Qaṣaṣ,al-qaṣaṣ,al-Qasas,al.qasˤasˤ,extended
575,Qurʾān & Qurʾān-Wissenschaften,al-Qaṣaṣ,al-qasas,al-Qasas,al.qasˤasˤ,extended
576,Qurʾān & Qurʾān-Wissenschaften,al-ʿAnkabūt,al-ʿAnkabūt,al-Ankabuut,al.ʕankabuːt,extended
577,Qurʾān & Qurʾān-Wissenschaften,al-ʿAnkabūt,al-'Ankabut,al-Ankabuut,al.ʕankabuːt,extended
578,Qurʾān & Qurʾān-Wissenschaften,al-ʿAnkabūt,al-Ankabut,al-Ankabuut,al.ʕankabuːt,extended
579,Qurʾān & Qurʾān-Wissenschaften,al-ʿAnkabūt,al-ʿankabūt,al-Ankabuut,al.ʕankabuːt,extended
580,Qurʾān & Qurʾān-Wissenschaften,al-ʿAnkabūt,al-'ankabut,al-Ankabuut,al.ʕankabuːt,extended
581,Qurʾān & Qurʾān-Wissenschaften,al-ʿAnkabūt,al-ankabut,al-Ankabuut,al.ʕankabuːt,extended
582,Qurʾān & Qurʾān-Wissenschaften,ar-Rūm,ar-Rūm,ar-Ruum,ar.ruːm,extended
583,Qurʾān & Qurʾān-Wissenschaften,ar-Rūm,ar-Rum,ar-Ruum,ar.ruːm,extended
584,Qurʾān & Qurʾān-Wissenschaften,ar-Rūm,ar-rūm,ar-Ruum,ar.ruːm,extended
585,Qurʾān & Qurʾān-Wissenschaften,ar-Rūm,ar-rum,ar-Ruum,ar.ruːm,extended
586,Qurʾān & Qurʾān-Wissenschaften,Luqmān,Luqmān,Luqmaan,luqmaːn,extended
587,Qurʾān & Qurʾān-Wissenschaften,Luqmān,Luqman,Luqmaan,luqmaːn,extended
588,Qurʾān & Qurʾān-Wissenschaften,Luqmān,luqmān,Luqmaan,luqmaːn,extended
589,Qurʾān & Qurʾān-Wissenschaften,Luqmān,luqman,Luqmaan,luqmaːn,extended
590,Qurʾān & Qurʾān-Wissenschaften,as-Saǧdah,as-Saǧdah,as-Sadschdah,as.sad͡ʒdah,extended
591,Qurʾān & Qurʾān-Wissenschaften,as-Saǧdah,as-Sajdah,as-Sadschdah,as.sad͡ʒdah,extended
592,Qurʾān & Qurʾān-Wissenschaften,as-Saǧdah,as-saǧdah,as-Sadschdah,as.sad͡ʒdah,extended
593,Qurʾān & Qurʾān-Wissenschaften,as-Saǧdah,as-sajdah,as-Sadschdah,as.sad͡ʒdah,extended
594,Qurʾān & Qurʾān-Wissenschaften,al-Aḥzāb,al-Aḥzāb,al-Ahzaab,al.aħzaːb,extended
595,Qurʾān & Qurʾān-Wissenschaften,al-Aḥzāb,al-Ahzab,al-Ahzaab,al.aħzaːb,extended
596,Qurʾān & Qurʾān-Wissenschaften,al-Aḥzāb,al-aḥzāb,al-Ahzaab,al.aħzaːb,extended
597,Qurʾān & Qurʾān-Wissenschaften,al-Aḥzāb,al-ahzab,al-Ahzaab,al.aħzaːb,extended
598,Qurʾān & Qurʾān-Wissenschaften,Sabaʾ,Sabaʾ,Saba-,sabaʔ,extended
599,Qurʾān & Qurʾān-Wissenschaften,Sabaʾ,Saba',Saba-,sabaʔ,extended
600,Qurʾān & Qurʾān-Wissenschaften,Sabaʾ,Saba,Saba-,sabaʔ,extended
601,Qurʾān & Qurʾān-Wissenschaften,Sabaʾ,sabaʾ,Saba-,sabaʔ,extended
602,Qurʾān & Qurʾān-Wissenschaften,Sabaʾ,saba',Saba-,sabaʔ,extended
603,Qurʾān & Qurʾān-Wissenschaften,Sabaʾ,saba,Saba-,sabaʔ,extended
604,Qurʾān & Qurʾān-Wissenschaften,Fāṭir,Fāṭir,Faatir,faːtˤir,extended
605,Qurʾān & Qurʾān-Wissenschaften,Fāṭir,Fatir,Faatir,faːtˤir,extended
606,Qurʾān & Qurʾān-Wissenschaften,Fāṭir,fāṭir,Faatir,faːtˤir,extended
607,Qurʾān & Qurʾān-Wissenschaften,Fāṭir,fatir,Faatir,faːtˤir,extended
608,Qurʾān & Qurʾān-Wissenschaften,Yā-Sīn,Yā-Sīn,Yaa-Siin,jaː.siːn,extended
609,Qurʾān & Qurʾān-Wissenschaften,Yā-Sīn,Ya-Sin,Yaa-Siin,jaː.siːn,extended
610,Qurʾān & Qurʾān-Wissenschaften,Yā-Sīn,yā-sīn,Yaa-Siin,jaː.siːn,extended
611,Qurʾān & Qurʾān-Wissenschaften,Yā-Sīn,ya-sin,Yaa-Siin,jaː.siːn,extended
612,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣāffāt,aṣ-Ṣāffāt,as-Saaffaat,asˤ.sˤaːffaːt,extended
613,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣāffāt,as-Saffat,as-Saaffaat,asˤ.sˤaːffaːt,extended
614,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣāffāt,aṣ-ṣāffāt,as-Saaffaat,asˤ.sˤaːffaːt,extended
615,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣāffāt,as-saffat,as-Saaffaat,asˤ.sˤaːffaːt,extended
616,Qurʾān & Qurʾān-Wissenschaften,Ṣād,Ṣād,Saad,sˤaːd,extended
617,Qurʾān & Qurʾān-Wissenschaften,Ṣād,Sad,Saad,sˤaːd,extended
618,Qurʾān & Qurʾān-Wissenschaften,Ṣād,ṣād,Saad,sˤaːd,extended
619,Qurʾān & Qurʾān-Wissenschaften,Ṣād,sad,Saad,sˤaːd,extended
620,Qurʾān & Qurʾān-Wissenschaften,az-Zumar,az-Zumar,az-Zumar,az.zumar,extended
621,Qurʾān & Qurʾān-Wissenschaften,az-Zumar,az-zumar,az-Zumar,az.zumar,extended
622,Qurʾān & Qurʾān-Wissenschaften,Ġāfir,Ġāfir,Ghaafir,ɣaːfir,extended
623,Qurʾān & Qurʾān-Wissenschaften,Ġāfir,Ghafir,Ghaafir,ɣaːfir,extended
624,Qurʾān & Qurʾān-Wissenschaften,Ġāfir,ġāfir,Ghaafir,ɣaːfir,extended
625,Qurʾān & Qurʾān-Wissenschaften,Ġāfir,ghafir,Ghaafir,ɣaːfir,extended
626,Qurʾān & Qurʾān-Wissenschaften,Fuṣṣilat,Fuṣṣilat,Fussilat,fusˤsˤilat,extended
627,Qurʾān & Qurʾān-Wissenschaften,Fuṣṣilat,Fussilat,Fussilat,fusˤsˤilat,extended
628,Qurʾān & Qurʾān-Wissenschaften,Fuṣṣilat,fuṣṣilat,Fussilat,fusˤsˤilat,extended
629,Qurʾān & Qurʾān-Wissenschaften,Fuṣṣilat,fussilat,Fussilat,fusˤsˤilat,extended
630,Qurʾān & Qurʾān-Wissenschaften,aš-Šūrā,aš-Šūrā,asch-Schuuraa,aʃ.ʃuːraː,extended
631,Qurʾān & Qurʾān-Wissenschaften,aš-Šūrā,ash-Shura,asch-Schuuraa,aʃ.ʃuːraː,extended
632,Qurʾān & Qurʾān-Wissenschaften,aš-Šūrā,aš-šūrā,asch-Schuuraa,aʃ.ʃuːraː,extended
633,Qurʾān & Qurʾān-Wissenschaften,aš-Šūrā,ash-shura,asch-Schuuraa,aʃ.ʃuːraː,extended
634,Qurʾān & Qurʾān-Wissenschaften,az-Zuḫruf,az-Zuḫruf,az-Zuchruf,az.zuxruf,extended
635,Qurʾān & Qurʾān-Wissenschaften,az-Zuḫruf,az-Zukhruf,az-Zuchruf,az.zuxruf,extended
636,Qurʾān & Qurʾān-Wissenschaften,az-Zuḫruf,az-zuḫruf,az-Zuchruf,az.zuxruf,extended
637,Qurʾān & Qurʾān-Wissenschaften,az-Zuḫruf,az-zukhruf,az-Zuchruf,az.zuxruf,extended
638,Qurʾān & Qurʾān-Wissenschaften,ad-Duḫān,ad-Duḫān,ad-Duchaan,ad.duxaːn,extended
639,Qurʾān & Qurʾān-Wissenschaften,ad-Duḫān,ad-Dukhan,ad-Duchaan,ad.duxaːn,extended
640,Qurʾān & Qurʾān-Wissenschaften,ad-Duḫān,ad-duḫān,ad-Duchaan,ad.duxaːn,extended
641,Qurʾān & Qurʾān-Wissenschaften,ad-Duḫān,ad-dukhan,ad-Duchaan,ad.duxaːn,extended
642,Qurʾān & Qurʾān-Wissenschaften,al-Ǧāṯiyah,al-Ǧāṯiyah,al-Dschaathiyah,al.d͡ʒaːθijah,extended
643,Qurʾān & Qurʾān-Wissenschaften,al-Ǧāṯiyah,al-Jathiyah,al-Dschaathiyah,al.d͡ʒaːθijah,extended
644,Qurʾān & Qurʾān-Wissenschaften,al-Ǧāṯiyah,al-ǧāṯiyah,al-Dschaathiyah,al.d͡ʒaːθijah,extended
645,Qurʾān & Qurʾān-Wissenschaften,al-Ǧāṯiyah,al-jathiyah,al-Dschaathiyah,al.d͡ʒaːθijah,extended
646,Qurʾān & Qurʾān-Wissenschaften,al-Aḥqāf,al-Aḥqāf,al-Ahqaaf,al.aħqaːf,extended
647,Qurʾān & Qurʾān-Wissenschaften,al-Aḥqāf,al-Ahqaf,al-Ahqaaf,al.aħqaːf,extended
648,Qurʾān & Qurʾān-Wissenschaften,al-Aḥqāf,al-aḥqāf,al-Ahqaaf,al.aħqaːf,extended
649,Qurʾān & Qurʾān-Wissenschaften,al-Aḥqāf,al-ahqaf,al-Ahqaaf,al.aħqaːf,extended
650,Qurʾān & Qurʾān-Wissenschaften,Muḥammad,Muḥammad,Muhammad,muˈħammad,extended
651,Qurʾān & Qurʾān-Wissenschaften,Muḥammad,Muhammad,Muhammad,muˈħammad,extended
652,Qurʾān & Qurʾān-Wissenschaften,Muḥammad,muḥammad,Muhammad,muˈħammad,extended
653,Qurʾān & Qurʾān-Wissenschaften,Muḥammad,muhammad,Muhammad,muˈħammad,extended
654,Qurʾān & Qurʾān-Wissenschaften,al-Fatḥ,al-Fatḥ,al-Fath,al.fatħ,extended
655,Qurʾān & Qurʾān-Wissenschaften,al-Fatḥ,al-Fath,al-Fath,al.fatħ,extended
656,Qurʾān & Qurʾān-Wissenschaften,al-Fatḥ,al-fatḥ,al-Fath,al.fatħ,extended
657,Qurʾān & Qurʾān-Wissenschaften,al-Fatḥ,al-fath,al-Fath,al.fatħ,extended
658,Qurʾān & Qurʾān-Wissenschaften,al-Ḥuǧurāt,al-Ḥuǧurāt,al-Hudschuraat,al.ħud͡ʒuraːt,extended
